solution,scenario,product,mode,from,to,X
POS12,s1,pet,trk,Ctw,Ktm,21390
POS12,s1,pet,trk,Ctw,Pkr,4140
POS12,s1,pet,trk,Ctw,Dhn,2070
POS13,s1,die,trk,Ctw,Ktm,31500
POS13,s1,pet,trk,Ctw,Srl,810
POS13,s1,pet,trk,Ctw,Ktm,21390
POS13,s1,pet,trk,Ctw,Pkr,4140
POS13,s1,pet,trk,Ctw,Dhn,2070
POS14,s1,die,trk,Ctw,Ktm,23700
POS14,s1,die,trk,Ctw,Pkr,7800
POS14,s1,pet,trk,Ctw,Srl,810
POS14,s1,pet,trk,Ctw,Ktm,21390
POS14,s1,pet,trk,Ctw,Pkr,4140
POS14,s1,pet,trk,Ctw,Dhn,2070
POS15,s1,die,trk,Ctw,Ktm,21500
POS15,s1,die,trk,Ctw,Pkr,7800
POS15,s1,die,trk,Ctw,Bhw,2200
POS15,s1,pet,trk,Ctw,Srl,810
POS15,s1,pet,trk,Ctw,Ktm,21390
POS15,s1,pet,trk,Ctw,Pkr,4140
POS15,s1,pet,trk,Ctw,Dhn,2070
POS16,s1,die,trk,Ctw,Ktm,21500
POS16,s1,die,trk,Ctw,Pkr,7800
POS16,s1,die,trk,Ctw,Bhw,2200
POS16,s1,pet,trk,Ctw,Srl,810
POS16,s1,pet,trk,Ctw,Ktm,21390
POS16,s1,pet,trk,Ctw,Pkr,4140
POS16,s1,pet,trk,Ctw,Dhn,2070
POS17,s1,die,trk,Ctw,Ktm,18250
POS17,s1,die,trk,Ctw,Pkr,7800
POS17,s1,die,trk,Ctw,Bhw,5450
POS17,s1,pet,trk,Ctw,Srl,810
POS17,s1,pet,trk,Ctw,Ktm,21390
POS17,s1,pet,trk,Ctw,Pkr,4140
POS17,s1,pet,trk,Ctw,Dhn,2070
POS18,s1,die,trk,Ctw,Ktm,26050
POS18,s1,die,trk,Ctw,Bhw,5450
POS18,s1,pet,trk,Ctw,Srl,810
POS18,s1,pet,trk,Ctw,Ktm,21390
POS18,s1,pet,trk,Ctw,Pkr,4140
POS18,s1,pet,trk,Ctw,Dhn,2070
POS19,s1,die,trk,Ctw,Ktm,17600
POS19,s1,die,trk,Ctw,Bhw,27300
POS19,s1,pet,trk,Ctw,Srl,810
POS19,s1,pet,trk,Ctw,Ktm,21390
POS19,s1,pet,trk,Ctw,Pkr,4140
POS19,s1,pet,trk,Ctw,Dhn,2070
POS20,s1,die,trk,Ctw,Bhw,27300
POS20,s1,pet,trk,Ctw,Srl,3450
POS20,s1,pet,trk,Ctw,Ktm,25530
POS20,s1,pet,trk,Ctw,Dhn,2070
POS1,s2,die,trk,Ctw,Ktm,31960
POS1,s2,die,trk,Ctw,Pkr,7520
POS1,s2,pet,trk,Ctw,Ktm,20460
POS1,s2,pet,trk,Ctw,Pkr,3960
POS2,s2,die,trk,Ctw,Ktm,31960
POS2,s2,die,trk,Ctw,Pkr,7520
POS2,s2,pet,trk,Ctw,Ktm,20460
POS2,s2,pet,trk,Ctw,Pkr,3960
POS3,s2,die,trk,Ctw,Ktm,31960
POS3,s2,die,trk,Ctw,Pkr,7520
POS3,s2,pet,trk,Ctw,Ktm,20460
POS3,s2,pet,trk,Ctw,Pkr,3960
POS4,s2,die,trk,Ctw,Ktm,31960
POS4,s2,die,trk,Ctw,Pkr,7520
POS4,s2,pet,trk,Ctw,Ktm,20460
POS4,s2,pet,trk,Ctw,Pkr,3960
POS5,s2,die,trk,Ctw,Ktm,31960
POS5,s2,die,trk,Ctw,Pkr,7520
POS5,s2,pet,trk,Ctw,Srl,3300
POS5,s2,pet,trk,Ctw,Ktm,20460
POS5,s2,pet,trk,Ctw,Pkr,3960
POS6,s2,die,trk,Ctw,Ktm,31960
POS6,s2,die,trk,Ctw,Pkr,7520
POS6,s2,pet,trk,Ctw,Srl,3300
POS6,s2,pet,trk,Ctw,Ktm,20460
POS6,s2,pet,trk,Ctw,Pkr,3960
POS7,s2,die,trk,Ctw,Ktm,31960
POS7,s2,die,trk,Ctw,Pkr,7520
POS7,s2,pet,trk,Ctw,Srl,3300
POS7,s2,pet,trk,Ctw,Ktm,20460
POS7,s2,pet,trk,Ctw,Pkr,3960
POS8,s2,die,trk,Ctw,Ktm,31960
POS8,s2,die,trk,Ctw,Pkr,7520
POS8,s2,pet,trk,Ctw,Srl,3300
POS8,s2,pet,trk,Ctw,Ktm,20460
POS8,s2,pet,trk,Ctw,Pkr,3960
POS9,s2,die,trk,Ctw,Ktm,31960
POS9,s2,die,trk,Ctw,Pkr,7520
POS9,s2,pet,trk,Ctw,Srl,3300
POS9,s2,pet,trk,Ctw,Ktm,20460
POS9,s2,pet,trk,Ctw,Pkr,3960
POS10,s2,die,trk,Ctw,Ktm,31960
POS10,s2,die,trk,Ctw,Pkr,7520
POS10,s2,die,trk,Ctw,Bhw,300
POS10,s2,pet,trk,Ctw,Srl,3300
POS10,s2,pet,trk,Ctw,Ktm,20460
POS10,s2,pet,trk,Ctw,Pkr,3960
POS11,s2,die,trk,Ctw,Ktm,31960
POS11,s2,die,trk,Ctw,Pkr,7520
POS11,s2,pet,trk,Ctw,Srl,2340
POS11,s2,pet,trk,Ctw,Ktm,20460
POS11,s2,pet,trk,Ctw,Pkr,3960
POS11,s2,pet,trk,Ctw,Dhn,1980
POS12,s2,die,trk,Ctw,Ktm,31960
POS12,s2,die,trk,Ctw,Pkr,7520
POS12,s2,pet,trk,Ctw,Srl,2340
POS12,s2,pet,trk,Ctw,Ktm,20460
POS12,s2,pet,trk,Ctw,Pkr,3960
POS12,s2,pet,trk,Ctw,Dhn,1980
POS13,s2,die,trk,Ctw,Ktm,26080
POS13,s2,die,trk,Ctw,Pkr,7520
POS13,s2,pet,trk,Ctw,Srl,2340
POS13,s2,pet,trk,Ctw,Ktm,20460
POS13,s2,pet,trk,Ctw,Pkr,3960
POS13,s2,pet,trk,Ctw,Dhn,1980
POS14,s2,die,trk,Ctw,Ktm,26080
POS14,s2,die,trk,Ctw,Pkr,7520
POS14,s2,pet,trk,Ctw,Srl,2340
POS14,s2,pet,trk,Ctw,Ktm,20460
POS14,s2,pet,trk,Ctw,Pkr,3960
POS14,s2,pet,trk,Ctw,Dhn,1980
POS15,s2,die,trk,Ctw,Ktm,24860
POS15,s2,die,trk,Ctw,Pkr,7520
POS15,s2,die,trk,Ctw,Bhw,1220
POS15,s2,pet,trk,Ctw,Srl,2340
POS15,s2,pet,trk,Ctw,Ktm,20460
POS15,s2,pet,trk,Ctw,Pkr,3960
POS15,s2,pet,trk,Ctw,Dhn,1980
POS16,s2,die,trk,Ctw,Ktm,22900
POS16,s2,die,trk,Ctw,Bhw,10700
POS16,s2,pet,trk,Ctw,Srl,2340
POS16,s2,pet,trk,Ctw,Ktm,20460
POS16,s2,pet,trk,Ctw,Pkr,3960
POS16,s2,pet,trk,Ctw,Dhn,1980
POS17,s2,die,trk,Ctw,Ktm,22900
POS17,s2,die,trk,Ctw,Bhw,10700
POS17,s2,pet,trk,Ctw,Srl,2340
POS17,s2,pet,trk,Ctw,Ktm,20460
POS17,s2,pet,trk,Ctw,Pkr,3960
POS17,s2,pet,trk,Ctw,Dhn,1980
POS18,s2,die,trk,Ctw,Ktm,15380
POS18,s2,die,trk,Ctw,Pkr,7520
POS18,s2,die,trk,Ctw,Bhw,26320
POS18,s2,pet,trk,Ctw,Srl,2340
POS18,s2,pet,trk,Ctw,Ktm,20460
POS18,s2,pet,trk,Ctw,Pkr,3960
POS18,s2,pet,trk,Ctw,Dhn,1980
POS19,s2,die,trk,Ctw,Ktm,10766
POS19,s2,die,trk,Ctw,Pkr,7520
POS19,s2,die,trk,Ctw,Bhw,26320
POS19,s2,pet,trk,Ctw,Srl,2340
POS19,s2,pet,trk,Ctw,Ktm,20460
POS19,s2,pet,trk,Ctw,Pkr,3960
POS19,s2,pet,trk,Ctw,Dhn,1980
POS20,s2,die,trk,Ctw,Bhw,26320
POS20,s2,pet,trk,Ctw,Srl,3300
POS20,s2,pet,trk,Ctw,Ktm,24420
POS20,s2,pet,trk,Ctw,Dhn,1980
POS1,s3,die,trk,Ctw,Ktm,30600
POS1,s3,die,trk,Ctw,Pkr,7200
POS1,s3,pet,trk,Ctw,Ktm,19530
POS1,s3,pet,trk,Ctw,Pkr,3780
POS2,s3,die,trk,Ctw,Ktm,30600
POS2,s3,die,trk,Ctw,Pkr,7200
POS2,s3,pet,trk,Ctw,Ktm,19530
POS2,s3,pet,trk,Ctw,Pkr,3780
POS3,s3,die,trk,Ctw,Ktm,30600
POS3,s3,die,trk,Ctw,Pkr,7200
POS3,s3,pet,trk,Ctw,Ktm,19530
POS3,s3,pet,trk,Ctw,Pkr,3780
POS4,s3,die,trk,Ctw,Ktm,30600
POS4,s3,die,trk,Ctw,Pkr,7200
POS4,s3,pet,trk,Ctw,Ktm,19530
POS4,s3,pet,trk,Ctw,Pkr,3780
POS5,s3,die,trk,Ctw,Ktm,30600
POS5,s3,die,trk,Ctw,Pkr,7200
POS5,s3,pet,trk,Ctw,Ktm,19530
POS5,s3,pet,trk,Ctw,Pkr,3780
POS6,s3,die,trk,Ctw,Ktm,30600
POS6,s3,die,trk,Ctw,Pkr,7200
POS6,s3,pet,trk,Ctw,Srl,3150
POS6,s3,pet,trk,Ctw,Ktm,19530
POS6,s3,pet,trk,Ctw,Pkr,3780
POS7,s3,die,trk,Ctw,Ktm,30600
POS7,s3,die,trk,Ctw,Pkr,7200
POS7,s3,pet,trk,Ctw,Srl,3150
POS7,s3,pet,trk,Ctw,Ktm,19530
POS7,s3,pet,trk,Ctw,Pkr,3780
POS8,s3,die,trk,Ctw,Ktm,30600
POS8,s3,die,trk,Ctw,Pkr,7200
POS8,s3,pet,trk,Ctw,Srl,3150
POS8,s3,pet,trk,Ctw,Ktm,19530
POS8,s3,pet,trk,Ctw,Pkr,3780
POS9,s3,die,trk,Ctw,Ktm,30600
POS9,s3,die,trk,Ctw,Pkr,7200
POS9,s3,pet,trk,Ctw,Srl,3150
POS9,s3,pet,trk,Ctw,Ktm,19530
POS9,s3,pet,trk,Ctw,Pkr,3780
POS10,s3,die,trk,Ctw,Ktm,30600
POS10,s3,die,trk,Ctw,Pkr,7200
POS10,s3,pet,trk,Ctw,Srl,3150
POS10,s3,pet,trk,Ctw,Ktm,19530
POS10,s3,pet,trk,Ctw,Pkr,3780
POS11,s3,die,trk,Ctw,Ktm,30600
POS11,s3,die,trk,Ctw,Pkr,7200
POS11,s3,pet,trk,Ctw,Srl,3150
POS11,s3,pet,trk,Ctw,Ktm,19530
POS11,s3,pet,trk,Ctw,Pkr,3780
POS11,s3,pet,trk,Ctw,Dhn,1890
POS12,s3,die,trk,Ctw,Ktm,30600
POS12,s3,die,trk,Ctw,Pkr,7200
POS12,s3,pet,trk,Ctw,Srl,3150
POS12,s3,pet,trk,Ctw,Ktm,19530
POS12,s3,pet,trk,Ctw,Pkr,3780
POS12,s3,pet,trk,Ctw,Dhn,1890
POS13,s3,die,trk,Ctw,Ktm,30600
POS13,s3,die,trk,Ctw,Pkr,5400
POS13,s3,pet,trk,Ctw,Srl,3150
POS13,s3,pet,trk,Ctw,Ktm,19530
POS13,s3,pet,trk,Ctw,Pkr,3780
POS13,s3,pet,trk,Ctw,Dhn,1890
POS14,s3,die,trk,Ctw,Ktm,28800
POS14,s3,die,trk,Ctw,Pkr,7200
POS14,s3,pet,trk,Ctw,Srl,3150
POS14,s3,pet,trk,Ctw,Ktm,19530
POS14,s3,pet,trk,Ctw,Pkr,3780
POS14,s3,pet,trk,Ctw,Dhn,1890
POS15,s3,die,trk,Ctw,Ktm,30600
POS15,s3,die,trk,Ctw,Pkr,5300
POS15,s3,die,trk,Ctw,Bhw,100
POS15,s3,pet,trk,Ctw,Srl,3150
POS15,s3,pet,trk,Ctw,Ktm,19530
POS15,s3,pet,trk,Ctw,Pkr,3780
POS15,s3,pet,trk,Ctw,Bhw,720
POS15,s3,pet,trk,Ctw,Dhn,1890
POS16,s3,die,trk,Ctw,Ktm,30600
POS16,s3,die,trk,Ctw,Pkr,5300
POS16,s3,die,trk,Ctw,Bhw,100
POS16,s3,pet,trk,Ctw,Srl,3150
POS16,s3,pet,trk,Ctw,Ktm,19530
POS16,s3,pet,trk,Ctw,Pkr,3780
POS16,s3,pet,trk,Ctw,Bhw,720
POS16,s3,pet,trk,Ctw,Dhn,1890
POS17,s3,die,trk,Ctw,Ktm,17900
POS17,s3,die,trk,Ctw,Pkr,7200
POS17,s3,die,trk,Ctw,Bhw,10900
POS17,s3,pet,trk,Ctw,Srl,3150
POS17,s3,pet,trk,Ctw,Ktm,19530
POS17,s3,pet,trk,Ctw,Pkr,3780
POS17,s3,pet,trk,Ctw,Bhw,720
POS17,s3,pet,trk,Ctw,Dhn,1890
POS18,s3,die,trk,Ctw,Ktm,25100
POS18,s3,die,trk,Ctw,Bhw,10900
POS18,s3,pet,trk,Ctw,Srl,3150
POS18,s3,pet,trk,Ctw,Ktm,19530
POS18,s3,pet,trk,Ctw,Pkr,3780
POS18,s3,pet,trk,Ctw,Bhw,720
POS18,s3,pet,trk,Ctw,Dhn,1890
POS19,s3,die,trk,Ctw,Ktm,19300
POS19,s3,die,trk,Ctw,Bhw,25200
POS19,s3,pet,trk,Ctw,Srl,3150
POS19,s3,pet,trk,Ctw,Ktm,19530
POS19,s3,pet,trk,Ctw,Pkr,3780
POS19,s3,pet,trk,Ctw,Bhw,720
POS19,s3,pet,trk,Ctw,Dhn,1890
POS20,s3,die,trk,Ctw,Bhw,25200
POS20,s3,pet,trk,Ctw,Srl,3150
POS20,s3,pet,trk,Ctw,Ktm,23310
POS20,s3,pet,trk,Ctw,Bhw,720
POS20,s3,pet,trk,Ctw,Dhn,1890
POS1,s4,die,trk,Ctw,Ktm,31960
POS1,s4,die,trk,Ctw,Pkr,7520
POS1,s4,pet,trk,Ctw,Ktm,20460
POS1,s4,pet,trk,Ctw,Pkr,3960
POS2,s4,die,trk,Ctw,Ktm,31960
POS2,s4,die,trk,Ctw,Pkr,7520
POS2,s4,pet,trk,Ctw,Ktm,20460
POS2,s4,pet,trk,Ctw,Pkr,3960
POS3,s4,die,trk,Ctw,Ktm,31960
POS3,s4,die,trk,Ctw,Pkr,7520
POS3,s4,pet,trk,Ctw,Ktm,20460
POS3,s4,pet,trk,Ctw,Pkr,3960
POS4,s4,die,trk,Ctw,Ktm,31960
POS4,s4,die,trk,Ctw,Pkr,7520
POS4,s4,pet,trk,Ctw,Ktm,20460
POS4,s4,pet,trk,Ctw,Pkr,3960
POS5,s4,die,trk,Ctw,Ktm,31960
POS5,s4,die,trk,Ctw,Pkr,7520
POS5,s4,pet,trk,Ctw,Srl,3300
POS5,s4,pet,trk,Ctw,Ktm,20460
POS5,s4,pet,trk,Ctw,Pkr,3960
POS6,s4,die,trk,Ctw,Ktm,31960
POS6,s4,die,trk,Ctw,Pkr,7520
POS6,s4,pet,trk,Ctw,Srl,3300
POS6,s4,pet,trk,Ctw,Ktm,20460
POS6,s4,pet,trk,Ctw,Pkr,3960
POS7,s4,die,trk,Ctw,Ktm,31960
POS7,s4,die,trk,Ctw,Pkr,7520
POS7,s4,pet,trk,Ctw,Srl,3300
POS7,s4,pet,trk,Ctw,Ktm,20460
POS7,s4,pet,trk,Ctw,Pkr,3960
POS8,s4,die,trk,Ctw,Ktm,31960
POS8,s4,die,trk,Ctw,Pkr,7520
POS8,s4,pet,trk,Ctw,Srl,3300
POS8,s4,pet,trk,Ctw,Ktm,20460
POS8,s4,pet,trk,Ctw,Pkr,3960
POS9,s4,die,trk,Ctw,Ktm,31960
POS9,s4,die,trk,Ctw,Pkr,7520
POS9,s4,pet,trk,Ctw,Srl,3300
POS9,s4,pet,trk,Ctw,Ktm,20460
POS9,s4,pet,trk,Ctw,Pkr,3960
POS10,s4,die,trk,Ctw,Ktm,31960
POS10,s4,die,trk,Ctw,Pkr,7520
POS10,s4,die,trk,Ctw,Bhw,300
POS10,s4,pet,trk,Ctw,Srl,3300
POS10,s4,pet,trk,Ctw,Ktm,20460
POS10,s4,pet,trk,Ctw,Pkr,3960
POS10,s4,pet,trk,Ctw,Dhn,490
POS11,s4,die,trk,Ctw,Ktm,31960
POS11,s4,die,trk,Ctw,Pkr,7520
POS11,s4,pet,trk,Ctw,Srl,2340
POS11,s4,pet,trk,Ctw,Ktm,20460
POS11,s4,pet,trk,Ctw,Pkr,3960
POS11,s4,pet,trk,Ctw,Dhn,1980
POS12,s4,die,trk,Ctw,Ktm,31960
POS12,s4,die,trk,Ctw,Pkr,7520
POS12,s4,pet,trk,Ctw,Srl,2340
POS12,s4,pet,trk,Ctw,Ktm,20460
POS12,s4,pet,trk,Ctw,Pkr,3960
POS12,s4,pet,trk,Ctw,Dhn,1980
POS13,s4,die,trk,Ctw,Ktm,26080
POS13,s4,die,trk,Ctw,Pkr,7520
POS13,s4,pet,trk,Ctw,Srl,2340
POS13,s4,pet,trk,Ctw,Ktm,20460
POS13,s4,pet,trk,Ctw,Pkr,3960
POS13,s4,pet,trk,Ctw,Dhn,1980
POS14,s4,die,trk,Ctw,Ktm,26080
POS14,s4,die,trk,Ctw,Pkr,7520
POS14,s4,pet,trk,Ctw,Srl,2340
POS14,s4,pet,trk,Ctw,Ktm,20460
POS14,s4,pet,trk,Ctw,Pkr,3960
POS14,s4,pet,trk,Ctw,Dhn,1980
POS15,s4,die,trk,Ctw,Ktm,24657
POS15,s4,die,trk,Ctw,Pkr,7520
POS15,s4,die,trk,Ctw,Bhw,1423
POS15,s4,pet,trk,Ctw,Srl,2340
POS15,s4,pet,trk,Ctw,Ktm,20460
POS15,s4,pet,trk,Ctw,Pkr,3960
POS15,s4,pet,trk,Ctw,Dhn,1980
POS16,s4,die,trk,Ctw,Ktm,22900
POS16,s4,die,trk,Ctw,Bhw,10700
POS16,s4,pet,trk,Ctw,Srl,2340
POS16,s4,pet,trk,Ctw,Ktm,20460
POS16,s4,pet,trk,Ctw,Pkr,3960
POS16,s4,pet,trk,Ctw,Dhn,1980
POS17,s4,die,trk,Ctw,Ktm,22900
POS17,s4,die,trk,Ctw,Bhw,10700
POS17,s4,pet,trk,Ctw,Srl,2340
POS17,s4,pet,trk,Ctw,Ktm,20460
POS17,s4,pet,trk,Ctw,Pkr,3960
POS17,s4,pet,trk,Ctw,Dhn,1980
POS18,s4,die,trk,Ctw,Ktm,15380
POS18,s4,die,trk,Ctw,Pkr,7520
POS18,s4,die,trk,Ctw,Bhw,26320
POS18,s4,pet,trk,Ctw,Srl,2340
POS18,s4,pet,trk,Ctw,Ktm,20460
POS18,s4,pet,trk,Ctw,Pkr,3960
POS18,s4,pet,trk,Ctw,Dhn,1980
POS19,s4,die,trk,Ctw,Ktm,9880
POS19,s4,die,trk,Ctw,Pkr,7520
POS19,s4,die,trk,Ctw,Bhw,26320
POS19,s4,pet,trk,Ctw,Srl,2340
POS19,s4,pet,trk,Ctw,Ktm,20460
POS19,s4,pet,trk,Ctw,Pkr,3960
POS19,s4,pet,trk,Ctw,Dhn,1980
POS20,s4,die,trk,Ctw,Bhw,26320
POS20,s4,pet,trk,Ctw,Srl,3300
POS20,s4,pet,trk,Ctw,Ktm,24420
POS20,s4,pet,trk,Ctw,Dhn,1980
POS1,s5,die,trk,Ctw,Ktm,30770
POS1,s5,die,trk,Ctw,Pkr,7240
POS1,s5,pet,trk,Ctw,Ktm,19840
POS1,s5,pet,trk,Ctw,Pkr,3840
POS2,s5,die,trk,Ctw,Ktm,30770
POS2,s5,die,trk,Ctw,Pkr,7240
POS2,s5,pet,trk,Ctw,Ktm,19840
POS2,s5,pet,trk,Ctw,Pkr,3840
POS3,s5,die,trk,Ctw,Ktm,30770
POS3,s5,die,trk,Ctw,Pkr,7240
POS3,s5,pet,trk,Ctw,Ktm,19840
POS3,s5,pet,trk,Ctw,Pkr,3840
POS4,s5,die,trk,Ctw,Ktm,30770
POS4,s5,die,trk,Ctw,Pkr,7240
POS4,s5,pet,trk,Ctw,Ktm,19840
POS4,s5,pet,trk,Ctw,Pkr,3840
POS5,s5,die,trk,Ctw,Ktm,30770
POS5,s5,die,trk,Ctw,Pkr,7240
POS5,s5,pet,trk,Ctw,Srl,3200
POS5,s5,pet,trk,Ctw,Ktm,19840
POS5,s5,pet,trk,Ctw,Pkr,3840
POS6,s5,die,trk,Ctw,Ktm,30770
POS6,s5,die,trk,Ctw,Pkr,7240
POS6,s5,pet,trk,Ctw,Srl,3200
POS6,s5,pet,trk,Ctw,Ktm,19840
POS6,s5,pet,trk,Ctw,Pkr,3840
POS7,s5,die,trk,Ctw,Ktm,30770
POS7,s5,die,trk,Ctw,Pkr,7240
POS7,s5,pet,trk,Ctw,Srl,3200
POS7,s5,pet,trk,Ctw,Ktm,19840
POS7,s5,pet,trk,Ctw,Pkr,3840
POS8,s5,die,trk,Ctw,Ktm,30770
POS8,s5,die,trk,Ctw,Pkr,7240
POS8,s5,pet,trk,Ctw,Srl,3200
POS8,s5,pet,trk,Ctw,Ktm,19840
POS8,s5,pet,trk,Ctw,Pkr,3840
POS9,s5,die,trk,Ctw,Ktm,30770
POS9,s5,die,trk,Ctw,Pkr,7240
POS9,s5,pet,trk,Ctw,Srl,3200
POS9,s5,pet,trk,Ctw,Ktm,19840
POS9,s5,pet,trk,Ctw,Pkr,3840
POS10,s5,die,trk,Ctw,Ktm,30770
POS10,s5,die,trk,Ctw,Pkr,7240
POS10,s5,pet,trk,Ctw,Srl,3200
POS10,s5,pet,trk,Ctw,Ktm,19840
POS10,s5,pet,trk,Ctw,Pkr,3840
POS10,s5,pet,trk,Ctw,Dhn,1920
POS11,s5,die,trk,Ctw,Ktm,30770
POS11,s5,die,trk,Ctw,Pkr,7240
POS11,s5,pet,trk,Ctw,Srl,3200
POS11,s5,pet,trk,Ctw,Ktm,19840
POS11,s5,pet,trk,Ctw,Pkr,3840
POS11,s5,pet,trk,Ctw,Dhn,1920
POS12,s5,die,trk,Ctw,Ktm,30770
POS12,s5,die,trk,Ctw,Pkr,7240
POS12,s5,pet,trk,Ctw,Srl,3200
POS12,s5,pet,trk,Ctw,Ktm,19840
POS12,s5,pet,trk,Ctw,Pkr,3840
POS12,s5,pet,trk,Ctw,Dhn,1920
POS13,s5,die,trk,Ctw,Ktm,28460
POS13,s5,die,trk,Ctw,Pkr,7240
POS13,s5,pet,trk,Ctw,Srl,3200
POS13,s5,pet,trk,Ctw,Ktm,19840
POS13,s5,pet,trk,Ctw,Pkr,3840
POS13,s5,pet,trk,Ctw,Dhn,1920
POS14,s5,die,trk,Ctw,Ktm,28460
POS14,s5,die,trk,Ctw,Pkr,7240
POS14,s5,pet,trk,Ctw,Srl,3200
POS14,s5,pet,trk,Ctw,Ktm,19840
POS14,s5,pet,trk,Ctw,Pkr,3840
POS14,s5,pet,trk,Ctw,Bhw,160
POS14,s5,pet,trk,Ctw,Dhn,1920
POS15,s5,die,trk,Ctw,Ktm,30770
POS15,s5,die,trk,Ctw,Pkr,4690
POS15,s5,die,trk,Ctw,Bhw,240
POS15,s5,pet,trk,Ctw,Srl,3200
POS15,s5,pet,trk,Ctw,Ktm,19840
POS15,s5,pet,trk,Ctw,Pkr,3840
POS15,s5,pet,trk,Ctw,Bhw,160
POS15,s5,pet,trk,Ctw,Dhn,1920
POS16,s5,die,trk,Ctw,Ktm,25595
POS16,s5,die,trk,Ctw,Pkr,7240
POS16,s5,die,trk,Ctw,Bhw,2865
POS16,s5,pet,trk,Ctw,Srl,3200
POS16,s5,pet,trk,Ctw,Ktm,19840
POS16,s5,pet,trk,Ctw,Pkr,3840
POS16,s5,pet,trk,Ctw,Bhw,160
POS16,s5,pet,trk,Ctw,Dhn,1920
POS17,s5,die,trk,Ctw,Ktm,17360
POS17,s5,die,trk,Ctw,Pkr,7240
POS17,s5,die,trk,Ctw,Bhw,11100
POS17,s5,pet,trk,Ctw,Srl,3200
POS17,s5,pet,trk,Ctw,Ktm,19840
POS17,s5,pet,trk,Ctw,Pkr,3840
POS17,s5,pet,trk,Ctw,Bhw,160
POS17,s5,pet,trk,Ctw,Dhn,1920
POS18,s5,die,trk,Ctw,Ktm,24600
POS18,s5,die,trk,Ctw,Bhw,25340
POS18,s5,pet,trk,Ctw,Srl,3200
POS18,s5,pet,trk,Ctw,Ktm,19840
POS18,s5,pet,trk,Ctw,Pkr,3840
POS18,s5,pet,trk,Ctw,Bhw,160
POS18,s5,pet,trk,Ctw,Dhn,1920
POS19,s5,die,trk,Ctw,Ktm,12510
POS19,s5,die,trk,Ctw,Pkr,7240
POS19,s5,die,trk,Ctw,Bhw,25340
POS19,s5,pet,trk,Ctw,Srl,3200
POS19,s5,pet,trk,Ctw,Ktm,19840
POS19,s5,pet,trk,Ctw,Pkr,3840
POS19,s5,pet,trk,Ctw,Bhw,160
POS19,s5,pet,trk,Ctw,Dhn,1920
POS20,s5,die,trk,Ctw,Bhw,25340
POS20,s5,pet,trk,Ctw,Srl,3200
POS20,s5,pet,trk,Ctw,Ktm,23680
POS20,s5,pet,trk,Ctw,Bhw,160
POS20,s5,pet,trk,Ctw,Dhn,1920
POS1,s6,die,trk,Ctw,Ktm,29580
POS1,s6,die,trk,Ctw,Pkr,6960
POS1,s6,pet,trk,Ctw,Ktm,18910
POS1,s6,pet,trk,Ctw,Pkr,3660
POS2,s6,die,trk,Ctw,Ktm,29580
POS2,s6,die,trk,Ctw,Pkr,6960
POS2,s6,pet,trk,Ctw,Srl,10
POS2,s6,pet,trk,Ctw,Ktm,18910
POS2,s6,pet,trk,Ctw,Pkr,3660
POS3,s6,die,trk,Ctw,Ktm,29580
POS3,s6,die,trk,Ctw,Pkr,6960
POS3,s6,pet,trk,Ctw,Srl,10
POS3,s6,pet,trk,Ctw,Ktm,18910
POS3,s6,pet,trk,Ctw,Pkr,3660
POS4,s6,die,trk,Ctw,Ktm,29580
POS4,s6,die,trk,Ctw,Pkr,6960
POS4,s6,pet,trk,Ctw,Srl,10
POS4,s6,pet,trk,Ctw,Ktm,18910
POS4,s6,pet,trk,Ctw,Pkr,3660
POS5,s6,die,trk,Ctw,Srl,1260
POS5,s6,die,trk,Ctw,Ktm,29580
POS5,s6,die,trk,Ctw,Pkr,6960
POS5,s6,pet,trk,Ctw,Srl,10
POS5,s6,pet,trk,Ctw,Ktm,18910
POS5,s6,pet,trk,Ctw,Pkr,3660
POS6,s6,die,trk,Ctw,Srl,1260
POS6,s6,die,trk,Ctw,Ktm,29580
POS6,s6,die,trk,Ctw,Pkr,6960
POS6,s6,pet,trk,Ctw,Srl,3050
POS6,s6,pet,trk,Ctw,Ktm,18910
POS6,s6,pet,trk,Ctw,Pkr,3660
POS7,s6,die,trk,Ctw,Srl,1260
POS7,s6,die,trk,Ctw,Ktm,29580
POS7,s6,die,trk,Ctw,Pkr,6960
POS7,s6,pet,trk,Ctw,Srl,3050
POS7,s6,pet,trk,Ctw,Ktm,18910
POS7,s6,pet,trk,Ctw,Pkr,3660
POS8,s6,die,trk,Ctw,Srl,1260
POS8,s6,die,trk,Ctw,Ktm,29580
POS8,s6,die,trk,Ctw,Pkr,6960
POS8,s6,pet,trk,Ctw,Srl,3050
POS8,s6,pet,trk,Ctw,Ktm,18910
POS8,s6,pet,trk,Ctw,Pkr,3660
POS9,s6,die,trk,Ctw,Srl,1260
POS9,s6,die,trk,Ctw,Ktm,29580
POS9,s6,die,trk,Ctw,Pkr,6960
POS9,s6,pet,trk,Ctw,Srl,3050
POS9,s6,pet,trk,Ctw,Ktm,18910
POS9,s6,pet,trk,Ctw,Pkr,3660
POS10,s6,die,trk,Ctw,Srl,1260
POS10,s6,die,trk,Ctw,Ktm,29580
POS10,s6,die,trk,Ctw,Pkr,6960
POS10,s6,pet,trk,Ctw,Srl,3050
POS10,s6,pet,trk,Ctw,Ktm,18910
